word,definition
"almond-eyed","having almond-shaped eyes"
"accelerated","speeded up, as of an academic course"
"approbative","expressing or manifesting praise or approval"
"approbatory","expressing or manifesting praise or approval"
"admonishing","expressing reproof or reproach especially as a corrective"
"able-bodied","having a strong healthy body"
"apprenticed","bound by contract"
"abranchiate","having no gills"
"abranchious","having no gills"
"all-purpose","not limited in use or function"
"atrabilious","irritable as if suffering from indigestion"
"antipyretic","preventing or alleviating fever"
"antipyretic","any medicine that lowers body temperature to prevent or alleviate fever"
"assimilable","able to be absorbed and incorporated into body tissues"
"astonishing","so surprisingly impressive as to stun or overwhelm"
"astonishing","surprising greatly"
"anisotropic","not invariant with respect to direction"
"aeolotropic","having properties with different values along different axes"
"aggravating","making worse"
"alleviative","moderating pain or sorrow by making it easier to bear"
"alleviatory","moderating pain or sorrow by making it easier to bear"
"ambiversive","intermediate between introversive and extroversive"
"appreciated","fully understood or grasped"
"apprehended","fully understood or grasped"
"abbreviated","(of clothing) very short"
"abbreviated","cut short in duration"
"androgynous","having both male and female characteristics"
"attractable","capable of being magnetized or attracted by a magnet"
"ametabolous","undergoing slight or no metamorphosis"
"amaranthine","of an imaginary flower that never fades"
"amaranthine","of or related to the amaranth plant"
"ascertained","discovered or determined by scientific observation"
"acquiescent","willing to carry out the orders or wishes of another without protest"
"atomistical","divided into separate and often disparate elements"
"avant-garde","radically new or original"
"avant-garde","any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts)"
"approaching","of the relatively near future"
"approaching","the act of drawing spatially closer to something"
"approaching","the temporal property of becoming nearer in time"
"approaching","the event of one object coming closer to another"
"atheistical","rejecting any belief in gods"
"atheistical","related to or characterized by or given to atheism"
"applicative","readily applicable or practical"
"applicatory","readily applicable or practical"
"arty-crafty","pretentiously artistic"
"adumbrative","indistinctly prophetic"
"apocalyptic","prophetic of devastation or ultimate doom"
"apocalyptic","of or relating to an apocalypse"
"adulterated","mixed with impurities"
"age-related","changing (increasing or decreasing) as an individual's age increases"
"allegorical","used in or characteristic of or containing allegory"
"accountable","liable to account for one's actions"
"all-weather","usable or operative or practiced in all kinds of weather"
"awestricken","having or showing a feeling of mixed reverence and respect and wonder and dread"
"antler-like","resembling antlers"
"ablutionary","cleansing the body by washing"
"acromegalic","marked or affected by enlargement or hypertrophy of the extremities or the face"
"autographed","bearing an autograph"
"apple-sized","having the approximate size of an apple"
"accompanied","having companions or an escort"
"accompanied","playing or singing with instrumental or vocal accompaniment"
"aerodynamic","designed or arranged to offer the least resistant to fluid flow"
"aerodynamic","of or relating to aerodynamics"
"alligatored","of paint or varnish"
"anfractuous","full of twists and turns"
"aerosolized","in the form of ultramicroscopic solid or liquid particles dispersed or suspended in air or gas"
"aerosolised","in the form of ultramicroscopic solid or liquid particles dispersed or suspended in air or gas"
"appurtenant","furnishing added support"
"allochronic","(of taxa) occurring in different geologic times"
"anachronous","chronologically misplaced"
"aboveground","on or above the surface of the ground"
"acclivitous","sloping upward"
"amalgamated","joined together into a whole"
"arboraceous","abounding in trees"
"all-knowing","infinitely wise"
"applaudable","worthy of high praise"
"amethystine","containing or resembling amethyst"
"agrological","of or related to agrology"
"anoperineal","relating to the anus and surrounding perineum"
"agronomical","of or relating to or promoting agronomy"
"abiogenetic","originating by abiogenesis"
"alabastrine","of or resembling alabaster"
"antecubital","of or relating to the region of the arm in front of the elbow"
"Albigensian","of or relating to Albigenses or Albigensianism"
"anthracitic","relating to or resembling anthracite coal"
"anthropical","relating to mankind or the period of mankind's existence"
"albuminuric","of or related to the state of albuminuria"
"acidimetric","involving or related to acidimetry"
"anacoluthic","of or related to syntactic inconsistencies of the sort known as anacoluthons"
"alchemistic","of or relating to alchemists"
"antimonious","relating to or derived from antimony"
"anarchistic","of or related to anarchism or tending toward anarchism"
"antiphonary","relating to or resembling an antiphon or antiphony"
"antiphonary","bound collection of antiphons"
"androgenous","of or related to androgenesis"
"anemometric","pertaining to the measurement of wind speed and direction"
"antitypical","of or relating to an antitype"
"allographic","of or relating to an allograph"
"angiocarpic","having or being fruit enclosed in a shell or husk"
"allomorphic","pertaining to allomorphs"
"antheridial","relating to or characterized by an antheridium"
"angiomatous","of or related to or having a tumor of the kind known as an angioma"
"Anglophilic","characterized by Anglophilia"
"Anglophobic","characterized by Anglophobia"
"animalistic","of or pertaining to animalism"
"animatistic","of or pertaining to animatism"
"aniseikonic","relating to or characteristic of the visual defect aniseikonia"
"altitudinal","pertaining to altitude"
"adventitial","of or pertaining to the adventitia"
"aerological","of or pertaining to aerology"
"aeromedical","of or relating to aviation medicine"
"aesculapian","of or belonging to Aesculapius or the healing art"
"amenorrheic","related to the suppression of normal menstrual flow for any reason other than pregnancy"
"amenorrheal","related to the suppression of normal menstrual flow for any reason other than pregnancy"
"apoplectoid","resembling apoplexy"
"aposiopetic","relating to or characteristic of aposiopesis"
"artiodactyl","of or relating to or belonging to mammals of the order Artiodactyla"
"artiodactyl","placental mammal having hooves with an even number of functional toes on each foot"
"apostrophic","of or characteristic of apostrophe"
"avocational","of or involved in an avocation"
"Appalachian","in or relating to Appalachia"
"ascensional","tending to rise"
"ascocarpous","of or relating to ascocarps"
"axiological","of or relating to the study of values"
"ascosporous","of or relating to ascospores"
"Azerbaijani","of or pertaining to Azerbaijan or the people or culture of Azerbaijan"
"aptitudinal","of or relating to aptitudes"
"arachnidian","relating to or resembling a member of the class Arachnida"
"astronautic","of or belonging to astronauts or the science of astronautics"
"atonalistic","of or relating to atonalism"
"arbitrative","relating to or having the authority to arbitrate"
"attentional","of or relating to attention"
"attitudinal","of or relating to attitudes"
"attritional","relating to or caused by attrition"
"audiometric","of or relating to audiometry"
"audiovisual","involving both hearing and seeing (usually relating to teaching aids)"
"audiovisual","materials using sight or sound to present information"
"archeologic","related to or dealing with or devoted to archaeology"
"archangelic","of or relating to or resembling archangels"
"archegonial","of or relating to an archegonium"
"arenicolous","growing or living or burrowing in sand"
"autarchical","of or relating to or characterized by autarchy"
"autogenetic","of or relating to autogenesis"
"autographic","written in the author's own handwriting"
"apicultural","relating to the care and breeding of bees"
"autoplastic","of or relating to or involved in autoplasty"
"autotrophic","of or relating to organisms (as green plants) that can make complex organic nutritive compounds from simple inorganic sources by photosynthesis"
"arthromeric","of or relating to one of the body segments of jointed animals"
"arthropodal","of or relating to invertebrates of the phylum Arthropoda"
"arthropodan","of or relating to invertebrates of the phylum Arthropoda"
"apomictical","of or relating to a plant that reproduces by apomixis"
"aponeurotic","of or relating to an aponeurosis"
"axiomatical","of or relating to or derived from axioms"
"atmospheric","relating to or located in the atmosphere"
"apostolical","of or relating to or deriving from the Apostles or their teachings"
"apostolical","proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles"
"algebraical","of or relating to algebra"
"ahistorical","unconcerned with or unrelated to history or to historical development or to tradition"
"Argentinian","of or relating to or characteristic of Argentina or its people"
"anastomotic","of or relating to or exhibiting anastomosis"
"antithyroid","having the effect of counteracting excessive thyroid activity"
"artifactual","of or relating to artifacts"
"artefactual","of or relating to artifacts"
"atheromatic","of or relating to or resembling atheroma"
"Alexandrian","of or relating to Alexander the Great or his empire"
"Aristotelic","of or relating to Aristotle or his philosophy"
"anaesthetic","characterized by insensibility"
"anaesthetic","relating to or producing insensibility"
"anaesthetic","a drug that causes temporary loss of bodily sensations"
"antenuptial","relating to events before a marriage"
"antisemitic","relating to or characterized by anti-Semitism"
"antiquarian","of or relating to antiques or antiquities"
"antiquarian","of or relating to persons who study or deal in antiques or antiquities"
"antiquarian","an expert or collector of antiquities"
"asphyxiated","in a state of asphyxia"
"Anglo-Saxon","of or relating to the Anglo-Saxons or their language"
"abstraction","a general concept formed by extracting common features from specific examples"
"abstraction","the act of withdrawing or removing something"
"abstraction","an abstract painting"
"abstraction","preoccupation with something to the exclusion of all else"
"abstraction","the process of formulating general concepts by abstracting common properties of instances"
"abstraction","a concept or idea not associated with any specific instance"
"accessional","of or constituting an accession"
"accipitrine","of or relating to or belonging to the genus Accipiter (or to typical hawks)"
"acrocentric","having a subterminal centromere"
"achievement","the action of accomplishing something"
"application","the action of putting something into operation"
"application","a diligent effort"
"application","the work of applying something"
"application","the act of bringing something to bear"
"application","liquid preparation having a soothing or antiseptic or medicinal action when applied to the skin"
"application","a verbal or written request for assistance or employment or admission to a school"
"application","a program that gives a computer instructions that provide the user with tools to accomplish a task"
"abandonment","withdrawing support or help despite allegiance or responsibility"
"abandonment","the voluntary surrender of property (or a right to property) without attempting to reclaim it or give it away"
"abandonment","the act of giving something up"
"abscondment","the act of running away secretly, as to avoid arrest"
"appointment","the act of disposing of property by virtue of the power of appointment"
"appointment","the act of putting a person into a non-elective position"
"appointment","the job to which you are or hope to be appointed"
"appointment","(usually plural) furnishings and equipment (especially for a ship or hotel)"
"appointment","a meeting arranged in advance"
"appointment","a person who is appointed to a job or position"
"acquisition","the act of contracting or assuming or acquiring possession of something"
"acquisition","an ability that has been acquired by training"
"acquisition","the cognitive process of acquiring skill or knowledge"
"acquisition","something acquired"
"acceptation","the act of accepting with approval"
"acceptation","the accepted meaning of a word"
"acceptation","acceptance as true or valid"
"ablactation","the act of substituting other food for the mother's milk in the diet of a child or young mammal"
"ablactation","the cessation of lactation"
"adjournment","the termination of a meeting"
"adjournment","the act of postponing to another time or place"
"abolishment","the act of abolishing a system or practice or institution (especially abolishing slavery)"
"atomization","annihilation by reducing something to atoms"
"atomization","separating something into fine particles"
"atomisation","annihilation by reducing something to atoms"
"atomisation","separating something into fine particles"
"advancement","gradual improvement or growth or development"
"advancement","the act of moving forward (as toward a goal)"
"advancement","encouragement of the progress or growth or acceptance of something"
"anastylosis","the archeological reassembly of ruined monuments from fallen or decayed fragments (incorporating new materials when necessary)"
"aggravation","action that makes a problem, a disease, or its symptoms worse"
"aggravation","unfriendly behavior that causes anger or resentment"
"aggravation","an exasperated feeling of annoyance"
"alleviation","the act of reducing something unpleasant (as pain or annoyance)"
"alleviation","the feeling that comes when something burdensome is removed or reduced"
"Americanism","a custom that is peculiar to the United States or its citizens"
"Americanism","loyalty to the United States and its institutions"
"Americanism","an expression that is characteristic of English as spoken by Americans"
"apostleship","the position of apostle"
"accountancy","the occupation of maintaining and auditing records and preparing financial reports for a business"
"antipyresis","medication with antipyretics to treat a fever"
"angioplasty","an operation to repair a damaged blood vessel or unblock a coronary artery"
"arthrodesis","the surgical fixation of a joint which is intended to result in bone fusion"
"arthroscopy","a minimally invasive operation to repair a damaged joint"
"alkalimetry","volumetric analysis using standard solutions of alkali to measure the amount of acid present"
"acupuncture","treatment of pain or disease by inserting the tips of needles at specific points on the skin"
"acupressure","treatment of symptoms by applying pressure with the fingers to specific pressure points on the body"
"abnormality","behavior that breaches the rule or etiquette or custom or morality"
"abnormality","marked strangeness as a consequence of being abnormal"
"abnormality","retardation sufficient to fall outside the normal range of intelligence"
"abnormality","an abnormal physical condition resulting from defective genes or developmental deficiencies"
"affectation","a deliberate pretense or exaggerated display"
"abomination","an action that is vicious or vile"
"abomination","hate coupled with disgust"
"abomination","a person who is loathsome or disgusting"
"agriculture","the practice of cultivating the land or raising stock"
"agriculture","a large-scale farming enterprise"
"agriculture","the class of people engaged in growing food"
"aquiculture","a technique of growing plants (without soil) in water containing dissolved nutrients"
"angiography","roentgenographic examination of blood vessels after injection of a radiopaque contrast medium"
"aquaculture","rearing aquatic animals or cultivating aquatic plants for food"
"adoxography","fine writing in praise of trivial or base subjects"
"arrangement","the act of arranging and adapting a piece of music"
"arrangement","the spatial property of the way in which something is placed"
"arrangement","an organized structure for arranging or classifying"
"arrangement","the thing arranged or agreed to"
"arrangement","a piece of music that has been adapted for performance by a particular set of voices or instruments"
"arrangement","an orderly grouping (of things or persons) considered as a unit"
"aggregation","the act of gathering something together"
"aggregation","several things grouped together or considered as a whole"
"actinometry","measuring the intensity of electromagnetic radiation (especially of the sun's rays)"
"anemography","recording anemometrical measurements"
"alternation","successive change from one thing or state to another and back again"
"arborolatry","the worship of trees"
"association","the act of consorting with or joining with others"
"association","the process of bringing ideas or events together in memory or imagination"
"association","(ecology) a group of organisms (plants and animals) that live together in a certain geographical region and constitute a community with a few dominant species"
"association","a formal organization of people or groups of people"
"association","(chemistry) any process of combination (especially in solution) that depends on relatively weak chemical bonding"
"association","a relation resulting from interaction or dependence"
"association","a social or business relationship"
"association","the state of being connected together as in memory or imagination"
"affiliation","the act of becoming formally connected or joined"
"affiliation","a social or business relationship"
"alms-giving","making voluntary contributions to aid the poor"
"advertising","the business of drawing public attention to goods and services"
"advertising","a public promotion of some product or service"
"assignation","the act of distributing by allotting or apportioning"
"assignation","a secret rendezvous, especially between lovers"
"appeasement","the act of appeasing (as by acceding to the demands of)"
"able-bodism","discrimination in favor of the able-bodied"
"affirmation","a judgment by a higher court that the judgment of a lower court was correct and should stand"
"affirmation","(religion) a solemn declaration that serves the same purpose as an oath (if an oath is objectionable to the person on religious or ethical grounds)"
"affirmation","a statement asserting the existence or the truth of something"
"affirmation","the act of affirming or asserting or stating something"
"arbitration","the act of deciding as an arbiter"
"arbitration","(law) the hearing and determination of a dispute by an impartial referee agreed to by both parties (often used to settle disputes between labor and management)"
"arbitrament","the act of deciding as an arbiter"
"arbitrement","the act of deciding as an arbiter"
"absenteeism","habitual absence from work"
"animalculum","microscopic organism such as an amoeba or paramecium"
"acidophilus","a bacterium that is used to make yogurt and to supplement probiotics"
"actinomyces","soil-inhabiting saprophytes and disease-producing plant and animal parasites"
"archenteron","central cavity of the gastrula"
"archaeornis","extinct primitive toothed bird with a long feathered tail and three free clawed digits on each wing"
"apatosaurus","huge quadrupedal herbivorous dinosaur common in North America in the late Jurassic"
"actiniarian","any sea anemone or related animal"
"acetanilide","a white crystalline compound used as an analgesic and also as an antipyretic"
"accelerator","a valve that regulates the supply of fuel to the engine"
"accelerator","a scientific instrument that increases the kinetic energy of charged particles"
"accelerator","a pedal that controls the throttle valve"
"accelerator","(chemistry) a substance that initiates or accelerates a chemical reaction without itself being affected"
"accumulator","(computer science) a register that has a built-in adder that adds an input number to the contents of the register"
"accumulator","a voltaic battery that stores electric charge"
"accumulator","a person who is employed to collect payments (as for rent or taxes)"
"adumbration","a sketchy or imperfect or faint representation"
"adumbration","the act of providing vague advance indications"
"anachronism","an artifact that belongs to another time"
"anachronism","a person who seems to be displaced in time"
"anachronism","something located at a time when it could not have existed or occurred"
"afterburner","a device injects fuel into a hot exhaust for extra thrust"
"after-shave","a fragrant lotion for a man's face after shaving"
"aminopyrine","a white crystalline substance used as an analgesic and antipyretic"
"amidopyrine","a white crystalline substance used as an analgesic and antipyretic"
"actinometer","an instrument for measuring the intensity of electromagnetic radiation (usually by the photochemical effect)"
"amobarbital","a barbiturate with sedative and hypnotic effects"
"actinomycin","any of various red antibiotics isolated from soil bacteria"
"amoxicillin","an antibiotic"
"alendronate","a tablet (trade name Fosamax) prescribed to prevent or treat osteoporosis in women after menopause"
"amphetamine","a central nervous system stimulant that increases energy and decreases appetite"
"allopurinol","a drug (trade name Zyloprim) used to treat gout and other conditions in which there is an excessive buildup of uric acid"
"antitussive","any medicine used to suppress or relieve coughing"
"antechamber","a large entrance or reception room or area"
"apomorphine","a morphine derivative that is not as strong as morphine"
"anamorphism","a distorted projection or perspective"
"anamorphism","metamorphism that occurs deep under the earth's surface"
"anamorphism","the evolution of one type of organism from another by a long series of gradual changes"
"angiotensin","any of several vasoconstrictor substances (trade name Hypertensin) that cause narrowing of blood vessels"
"antimycotic","any agent that destroys or prevents the growth of fungi"
"annunciator","an indicator that announces which electrical circuit has been active (as on a telephone switchboard)"
"arteriogram","an X ray of an artery filled with a contrast medium"
"arthroscope","a type of endoscope that is inserted into a joint for visual examination"
"aspersorium","a short-handled device with a globe containing a sponge"
"aspersorium","the basin or other vessel that holds holy water in Roman Catholic Churches"
"asphyxiator","a manually operated device for extinguishing small fires"
"arc-boutant","a buttress that stands apart from the main structure and connected to it by an arch"
"ambiversion","(psychology) a balanced disposition intermediate between extroversion and introversion"
"affableness","a disposition to be friendly and approachable (easy to talk to)"
"amiableness","a disposition to be friendly and approachable (easy to talk to)"
"adventurism","recklessness in politics or foreign affairs"
"amicability","having a disposition characterized by warmth and friendliness"
"amicability","a disinclination to quarrel"
"adorability","extreme attractiveness"
"awkwardness","trouble in carrying or managing caused by bulk or shape"
"awkwardness","the inelegance of someone stiff and unrelaxed"
"awkwardness","the carriage of someone whose movements and posture are ungainly or inelegant"
"awkwardness","the quality of an embarrassing situation"
"awkwardness","unskillfulness resulting from a lack of training"
"austereness","extreme plainness"
"arduousness","extreme effortfulness"
"agelessness","the quality of being timeless and eternal"
"autochthony","nativeness by virtue of originating or occurring naturally (as in a particular place)"
"academicism","orthodoxy of a scholastic variety"
"averageness","ordinariness as a consequence of being average and not outstanding"
"averageness","the state of being that is average"
"artlessness","ingenuousness by virtue of being free from artful deceit"
"artlessness","the quality of innocent naivete"
"assuredness","great coolness and composure under strain"
"ancientness","extreme oldness"
"amenability","the trait of being cooperative"
"achromatism","the visual property of being without chromatic color"
"avoirdupois","excess bodily weight"
"avoirdupois","a system of weights based on the 16-ounce pound (or 7,000 grains)"
"adiposeness","having the property of containing fat"
"animateness","the property of being animated"
"athleticism","intense energy"
"audibleness","the quality, fact, or degree of being audible or perceptible by the ear"
"attenuation","the property of something that has been weakened or reduced in thickness or density"
"attenuation","weakening in force or intensity"
"antecedence","preceding in time"
"antecedency","preceding in time"
"anteriority","preceding in time"
"anteriority","the quality of being in front or (in lower animals) toward the head"
"aimlessness","the quality of lacking any definite purpose"
"analyticity","the property of being analytic"
"astringency","the ability to contract or draw together soft body tissues to check blood flow or restrict secretion of fluids"
"astringency","a sharp astringent taste"
"anastomosis","a natural or surgical joining of parts or branches of tubular structures so as to make or become continuous"
"articulator","a movable speech organ"
"articulator","someone who pronounces words"
"allelomorph","(genetics) either of a pair (or series) of alternative forms of a gene that can occupy the same locus on a particular chromosome and that control the same character"
"acanthocyte","an abnormal red blood cell that has thorny projections of protoplasm"
"anisogamete","either of a pair of unlike gametes especially those unlike in size"
"aponeurosis","any of the deeper and thicker fascia that attach muscles to bones"
"articulatio","(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)"
"acquirement","an ability that has been acquired by training"
"astringence","a sharp astringent taste"
"attribution","assigning to a cause or source"
"attribution","assigning some quality or character to a person or thing"
"agnosticism","the disbelief in any claims of ultimate knowledge"
"agnosticism","a religious orientation of doubt"
"allergology","the branch of medical science that studies the causes and treatment of allergies"
"agrobiology","the study of plant nutrition and growth especially as a way to increase crop yield"
"aeronautics","the theory and practice of navigation through air or space"
"archaeology","the branch of anthropology that studies prehistoric people and their cultures"
"apologetics","the branch of theology that is concerned with the defense of Christian doctrines"
"appellation","identifying word or words by which someone or something is called and classified or distinguished from others"
"abecedarius","a poem having lines beginning with letters of the alphabet in regular order"
"antistrophe","the section of a choral ode answering a previous strophe in classical Greek drama"
"abridgement","a shortened version of a written work"
"acquittance","a legal document evidencing the discharge of a debt or obligation"
"abracadabra","gibberish and nonsense"
"amphibology","an ambiguous grammatical construction"
"arrivederci","a farewell remark"
"approbation","official recognition or approval"
"approbation","official approval"
"attestation","the evidence by which something is attested"
"attestation","the action of bearing witness"
"acclamation","enthusiastic approval"
"affrication","the conversion of a simple stop consonant into an affricate"
"affricative","a composite speech sound consisting of a stop and a fricative articulated at the same point (as `ch' in `chair' and `j' in `joy')"
"anacoluthia","an abrupt change within a sentence from one syntactic structure to another"
"anacoluthon","an abrupt change within a sentence from one syntactic structure to another"
"anadiplosis","repetition of the final words of a sentence or line at the beginning of the next"
"antiphrasis","the use of a word in a sense opposite to its normal sense (especially in irony)"
"antinomasia","substitution of a title for a name"
"aposiopesis","breaking off in the middle of a sentence (as by writers of realistic conversations)"
"altercation","noisy quarrel"
"advertizing","a public promotion of some product or service"
"advertorial","an advertisement that is written and presented in the style of an editorial or journalistic report"
"arraignment","a legal document calling someone to court to answer an indictment"
"assuagement","the feeling that comes when something burdensome is removed or reduced"
"anxiousness","a feeling of mild anxiety about possible developments"
"anxiousness","(psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic"
"ambivalence","mixed feelings or emotions"
"ambivalency","mixed feelings or emotions"
"Anglophilia","admiration for Britain and British customs"
"Anglophobia","dislike (or fear) of Britain and British customs"
"amorousness","a feeling of love or fondness"
"aestivation","(botany) the arrangement of sepals and petals in a flower bud before it opens"
"aestivation","(zoology) cessation or slowing of activity during the summer"
"authorities","the organization that is the governing authority of a political unit"
"amphictyony","an association of neighboring states or tribes in ancient Greece"
"aristocracy","the most powerful members of a society"
"aristocracy","a privileged class holding hereditary titles"
"archdiocese","the diocese of an archbishop"
"antineutron","the antiparticle of a neutron"
"altocumulus","a cumulus cloud at an intermediate altitude of 2 or 3 miles"
"altostratus","a stratus cloud at an intermediate altitude of 2 or 3 miles"
"archipelago","a group of many islands in a large body of water"
"amphisbaena","(classical mythology) a serpent with a head at each end of its body"
"acoustician","a physicist who specializes in acoustics"
"abbreviator","one who shortens or abridges or condenses a written work"
"adjudicator","a person who studies and settles conflicts and disputes"
"aircraftman","a noncommissioned officer in the British Royal Air Force"
"abortionist","a person (who should be a doctor) who terminates pregnancies"
"academician","an educator who works at a college or university"
"academician","a scholar who is skilled in academic disputation"
"academician","someone elected to honorary membership in an academy"
"adulterator","a changer who lessens the purity or effectiveness of a substance"
"adulterator","any substance that lessens the purity or effectiveness of a substance"
"accompanist","a person who provides musical accompaniment (usually on a piano)"
"allegorizer","someone who communicates in allegories"
"allegoriser","someone who communicates in allegories"
"alliterator","a speaker or writer who makes use of alliteration"
"adventuress","a woman adventurer"
"all-rounder","a versatile person who is expert at many things"
"apprehender","a person who seizes or arrests (especially a person who seizes or arrests in the name of justice)"
"apprehender","a person who knows or apprehends"
"assemblyman","someone who is a member of a legislative assembly"
"asseverator","someone who claims to speak the truth"
"appreciator","a person who is fully aware of something and understands it"
"arbitrageur","someone who engages in arbitrage (who purchases securities in one market for immediate resale in another in the hope of profiting from the price differential)"
"archduchess","a wife or widow of an archduke or a princess of the former ruling house of Austria"
"astrologist","someone who predicts the future by the positions of the planets and sun and Moon"
"anesthetist","a specialist who administers an anesthetic to a patient before he is treated"
"angiologist","a physician who specializes in angiology"
"annihilator","a total destroyer"
"anthologist","an editor who makes selections for an anthology"
"anticipator","one who anticipates"
"anti-Semite","discriminatory especially on the basis of race or religion"
"anti-Semite","someone who hates and would persecute Jews"
"apparatchik","a communist who was a member of the administrative system of a communist party"
"apparatchik","a humorous but derogatory term for an official of a large organization, especially a political organization"
"amalgamator","a businessman who arranges an amalgamation of two or more commercial companies"
"aetiologist","a specialist in the etiology of diseases"
"arms-runner","a smuggler of guns"
"assimilator","someone (especially a child) who learns (as from a teacher) or takes up knowledge or beliefs"
"accoucheuse","a woman skilled in aiding the delivery of babies"
"aftereffect","any result that follows its cause after an interval"
"aftereffect","a delayed effect of a drug or therapy"
"abiogenesis","a hypothetical organic phenomenon by which living organisms are created from nonliving matter"
"autogenesis","a hypothetical organic phenomenon by which living organisms are created from nonliving matter"
"allotropism","the phenomenon of an element existing in two or more physical forms"
"alluviation","the phenomenon of sediment or gravel accumulating"
"algarobilla","mesquite pod used in tanning and dyeing"
"arthrospore","one of a string of thick walled vegetative resting cells formed by some algae and fungi"
"arthrospore","a body that resembles a spore but is not an endospore"
