word,definition
"buzz","sound of rapid vibration"
"buzz","to call with a buzzer"
"buzz","to fly low"
"buzz","to make a buzzing sound"
"buzz","to be noisy with activity"
"bird","warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings"
"bird","badminton equipment consisting of a ball of cork or rubber with a crown of feathers"
"bird","a cry or noise made to express displeasure or contempt"
"bird","the flesh of a bird or fowl (wild or domestic) used as food"
"bird","term for a young, attractive woman"
"bird","to watch and study birds in their natural habitat"
"baya","common Indian weaverbird"
"bufo","any toad of the genus Bufo"
"beak","informal terms for the nose"
"beak","a beaklike, tapering tip on certain plant structures"
"beak","to hit lightly with a picking motion"
"beak","horny projecting mouth of a bird"
"beak","horny, projecting mouth of animals other than birds, e.g., turtles or squid"
"barb","one of the parallel filaments projecting from the main shaft of a feather"
"barb","a subsidiary point facing opposite from the main point that makes an arrowhead or spear hard to remove"
"barb","the pointed part of barbed wire"
"barb","an aggressive remark directed at a person like a missile and intended to have a telling effect"
"barb","to add barbs to something"
"buck","mature male of various mammals (especially deer or antelope)"
"buck","a framework for holding wood that is being sawed"
"buck","a gymnastic horse without pommels and with one end elongated"
"buck","a piece of paper money worth one dollar"
"buck","to jump vertically, with legs stiff and back arched"
"buck","to move quickly and violently"
"buck","to resist or not comply"
"buck","to strive with determination"
"brit","minute crustaceans forming food for right whales"
"brit","the young of a herring or sprat or similar fish"
"bear","a massive mammal with long shaggy coats and strong claws found in the Americas and Eurasia; one of 8 species in the family Ursidae"
"bear","an investor with a pessimistic market outlook"
"bear","to have on one's person; to carry"
"bear","to give birth to"
"bear","to be pregnant with a child"
"bear","to put up with something or somebody unpleasant"
"bear","to move while holding up or supporting"
"bear","to support or hold in a certain manner"
"bear","to bring forth"
"bear","to bring in"
"bear","to take on as one's own the expenses or debts of another person"
"bear","to have rightfully"
"bear","to have or possess"
"bear","a large, hairy gay or queer man who identifies with a subculture of similar people"
"beef","cattle that are reared for their meat"
"beef","informal terms for objecting"
"beef","meat from an adult domestic bovine"
"beef","to complain"
"boar","an uncastrated male hog"
"boar","Old World wild swine having a narrow body and prominent tusks from which most domestic swine come"
"bond","a connection that fastens things together"
"bond","a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner)"
"bond","the property of sticking together, as of glue and wood, or the joining of surfaces of different composition"
"bond","an electrical force linking atoms"
"bond","(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial"
"bond","a certificate of debt, usually interest-bearing or discounted, that is issued by a government or corporation in order to raise money"
"bond","a connection based on kinship or marriage or common interest"
"bond","a superior quality of strong durable white writing paper"
"bond","to stick to firmly"
"bond","to bring together in a common cause or emotion"
"bond","to issue bonds on"
"bond","to create social or emotional ties"
"Biro","a pen that has a small metal ball as the point of transfer of ink to paper"
"bait","something used to lure fish or other animals into danger so they can be trapped or killed"
"bait","anything that serves as an enticement"
"bait","to harass with persistent criticism or carping"
"bait","to attack with dogs or set dogs upon"
"bait","to lure, entice, or entrap with bait"
"band","a thin flat strip of flexible material that is worn around the body or one of the limbs, especially to decorate the body"
"band","an adornment consisting of a strip of a contrasting color or material"
"band","a restraint put around something to hold it together"
"band","a strip of material attached to the leg of a bird to identify it (as in studies of bird migration)"
"band","a thin flat strip or loop of flexible material that goes around or over something else, typically to hold it together or as a decoration"
"band","a driving belt in machinery"
"band","jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger"
"band","a stripe or stripes of contrasting color"
"band","a cord-like tissue connecting two larger parts of an anatomical structure"
"band","a range of frequencies between two limits"
