word,definition
"loose-jointed","loosely articulated or constructed"
"lamellibranch","bivalve"
"lamellibranch","marine or freshwater mollusks having a soft body with platelike gills enclosed within two shells hinged together"
"logogrammatic","of or relating to logograms or logographs"
"lexicographic","of or relating to lexicography"
"Luxembourgian","relating to or characteristic of Luxembourg"
"loop-the-loop","a flight maneuver"
"librarianship","the position of librarian"
"load-shedding","cutting off the electric current on certain lines when the demand becomes greater than the supply"
"lactobacillus","a Gram-positive rod-shaped bacterium that produces lactic acid (especially in milk)"
"leucocytozoan","parasitic in birds"
"leucocytozoon","parasitic in birds"
"leptodactylid","toothed frogs: terrestrial or aquatic or arboreal"
"leptocephalus","slender transparent larva of eels and certain fishes"
"leatherjacket","tough-skinned larva of certain crane flies"
"leatherjacket","any of several New World tropical fishes having tiny embedded scales"
"leatherjacket","any of several brightly colored tropical filefishes"
"lithoglyptics","the art of engraving on precious stones"
"litter-basket","bin (usually in or outside a public building) into which the public can put rubbish"
"low-warp-loom","a handloom in which the warp is carried horizontally"
"lightsomeness","the trait of being lighthearted and frivolous"
"lightsomeness","the gracefulness of a person or animal that is quick and nimble"
"lightsomeness","the cheerful feeling you have when nothing is troubling you"
"litigiousness","a quarrelsome disposition to engage in or carry on lawsuits"
"laboriousness","the quality of requiring extended effort"
"loathsomeness","the quality of being disgusting to the senses or emotions"
"leisureliness","slowness by virtue of being leisurely"
"lucrativeness","the quality of affording gain or benefit or profit"
"limitlessness","the quality of being infinite"
"leptomeninges","the two innermost layers of the meninges"
"line-shooting","an instance of boastful talk"
"liebfraumilch","a sweetened Rhenish wine (especially one from Hesse in western Germany)"
"laughingstock","a victim of ridicule or pranks"
"light-o'-love","a woman inconstant in love"
"light-of-love","a woman inconstant in love"
"lepidopterist","an entomologist who specializes in the collection and study of butterflies and moths"
"lexicographer","a compiler or writer of a dictionary"
"lowerclassman","an undergraduate who is not yet a senior"
"litter-bearer","one who helps carry a stretcher"
"lady's-finger","tall coarse annual of Old World tropics widely cultivated in southern United States and West Indies for its long mucilaginous green pods used as basis for soups and stews"
"lizard's-tail","North American herbaceous perennial of wet places having slender curled racemes of small white flowers"
"lymphopoiesis","the formation of lymphocytes in the bone marrow and lymph nodes and thymus and spleen"
"lightlessness","total absence of light"
"leishmaniasis","sores resulting from a tropical infection by protozoa of the genus Leishmania which are spread by sandflies"
"leishmaniosis","sores resulting from a tropical infection by protozoa of the genus Leishmania which are spread by sandflies"
"lymphocytosis","an abnormal increase in the number of lymphocytes in the circulating blood"
"lagophthalmos","abnormal condition in which an eye cannot close completely"
"leptospirosis","an infectious disease cause by leptospira and transmitted to humans from domestic animals"
"lymphadenitis","inflammation of lymph nodes"
"labyrinthitis","inflammation of the inner ear"
"luxuriousness","wealth as evidenced by sumptuous living"
"lepidocrocite","a red to reddish brown mineral consisting of iron oxide hydroxide"
"mischievously","in a disobedient or naughty way"
"metabolically","involving metabolism"
"metonymically","in a metonymic manner"
"magnificently","extremely well"
"magnificently","in an impressively beautiful manner"
"monolingually","in a monolingual manner"
"magisterially","in an authoritative and magisterial manner"
"magisterially","in an overbearingly domineering manner"
"mistrustfully","with distrust"
"magnanimously","in a magnanimous manner, generously"
"matrilineally","by descent through the female line"
"meritoriously","in a meritorious manner"
"ministerially","in the manner of a minister or clergyman"
"materialistic","conforming to the standards and conventions of the middle class"
"materialistic","a noticeable focus on and/or admiration for consumer goods, particularly expensive luxury items, or wealth in general"
"multitudinous","too numerous to be counted"
"multi-stemmed","having many stems"
"multicellular","consisting of many cells"
"monochromatic","(of light or other electromagnetic radiation) having only one wavelength"
"monochromatic","having or appearing to have only one color"
"monochromatic","of or relating to monochromatism"
"maroon-purple","of purple tinged with maroon"
"mouse-colored","of something having a drab pale brown color resembling a mouse"
"multicoloured","having sections or patches colored differently and usually brightly"
"metal-colored","having a metallic color"
"multi-colored","having sections or patches colored differently and usually brightly"
"made-to-order","(of clothing) custom-made"
"made-to-order","built for a particular individual"
"mass-produced","produced in quantity often by assembly-line techniques"
"mealy-mouthed","hesitant to state facts or opinions simply and directly as from e.g. timidity or hypocrisy"
"metal-cutting","hard and sharp enough to cut metal"
"musky-scented","smelling of musk"
"miscellaneous","consisting of a haphazard assortment of different kinds"
"miscellaneous","having many aspects"
"most-valuable","designating the player judged to be the most important to the sport"
"mind-boggling","intellectually or emotionally overwhelming"
"macroscopical","large enough to be visible with the naked eye"
"macroscopical","visible to the naked eye"
"misunderstood","wrongly understood"
"microscopical","so small as to be invisible without a microscope"
"microscopical","visible under a microscope"
"microscopical","of or relating to or used in microscopy"
"mild-mannered","behaving in or having a mild or gentle manner"
"metal-looking","resembling metal"
"multinational","involving or operating in several nations or nationalities"
"moon-splashed","splashed or covered patchily with moonlight"
"maternalistic","showing maternal instincts"
"mind-altering","producing mood changes or distorted perception"
"moderate-size","intermediate in size"
"macroeconomic","of or relating to macroeconomics"
"microeconomic","of or relating to microeconomics"
"multicultural","of or relating to or including several cultures"
"multinucleate","having two or more nuclei"
"musicological","of or relating to musicology"
"maxillodental","of or relating to the upper jaw and its associated teeth"
"maxillofacial","of or relating to the upper jaw and face (particularly with reference to specialized surgery of the maxilla)"
"micrometeoric","of or relating to micrometeorites"
"mucocutaneous","of or relating to the mucous membranes and skin"
"macrocephalic","having an exceptionally large head and brain"
"microcephalic","having an abnormally small head and underdeveloped brain"
"monomorphemic","consisting of only one morpheme"
"morphological","relating to or concerned with the morphology of plants and animals"
"morphological","pertaining to geological structure"
"morphological","relating to or concerned with the formation of admissible words in a language"
"myrmecophytic","of or relating to myrmecophytes"
"megaloblastic","of or relating to megaloblasts"
"Machiavellian","of or relating to Machiavelli or the principles of conduct he recommended"
"Mediterranean","of or relating to or characteristic of or located near the Mediterranean Sea"
"metallurgical","of or relating to metallurgy"
"Montserratian","of or relating to Montserrat or the inhabitants of Montserrat"
"misestimation","a mistake in calculating"
"mechanization","the act of implementing the control of equipment with advanced technology"
"mechanization","the condition of having a highly technical implementation"
"mechanisation","the act of implementing the control of equipment with advanced technology"
"mechanisation","the condition of having a highly technical implementation"
"metrification","the act of changing from imperial units of measurement to metric units: meters, grams, seconds"
"metrification","writing a metrical composition (or the metrical structure of a composition)"
"modernization","making modern in appearance or behavior"
"modernization","a modernized version (as of a play)"
"modernisation","making modern in appearance or behavior"
"magnification","the act of expanding something in apparent size"
"magnification","a photographic print that has been enlarged"
"magnification","making to seem more important than it really is"
"magnification","the ratio of the size of an image to the size of the object"
"metamorphosis","a striking change in appearance or character or circumstances"
"metamorphosis","the marked and rapid transformation of a larva into an adult that occurs in some animals"
"metamorphosis","a complete change of physical form or substance especially as by magic or witchcraft"
"moderatorship","the position of moderator"
"mastoidectomy","surgical removal of some or all of the mastoid process"
"myringoplasty","surgical repair of a perforated eardrum with a tissue graft"
"mummification","embalmment and drying a dead body and wrapping it as a mummy"
"mummification","(pathology) gangrene that develops in the presence of arterial obstruction and is characterized by dryness of the dead tissue and a dark brown color"
"mummification","a condition resembling that of a mummy"
"meteortropism","an effect of climate on biological processes"
"miscegenation","reproduction by parents of different races (especially by white and non-white persons)"
"manufacturing","the act of making something (a product) from raw materials"
"mortification","(Christianity) the act of mortifying the lusts of the flesh by self-denial and privation (especially by bodily pain or discomfort inflicted on yourself)"
"mortification","an instance in which you are caused to lose your prestige or self-respect"
"mortification","strong feelings of embarrassment"
"mortification","the localized death of living cells (as from infection or the interruption of blood supply)"
"merchandising","the exchange of goods for an agreed sum of money"
"mismanagement","management that is careless or inefficient"
"misgovernment","government that is inefficient or dishonest"
"mollification","the act of appeasing someone or causing someone to be more favorably inclined"
"mollification","a state of being appeased or ameliorated or tempered"
"manifestation","a public display of group feelings (usually of a political nature)"
"manifestation","a manifest indication of the existence or presence or nature of some person or thing"
"manifestation","expression without words"
"manifestation","an appearance in bodily form (as of a disembodied spirit)"
"manifestation","a clear appearance"
"matriculation","admission to a group especially a college or university"
"mystification","the activity of obscuring people's understanding, leaving them baffled or bewildered"
"mystification","something designed to mystify or bewilder"
"mystification","confusion resulting from failure to understand"
"microorganism","any organism of microscopic size"
"mycobacterium","rod-shaped bacteria some saprophytic or causing diseases"
"myxobacterium","bacteria that form colonies in self-produced slime"
"mastigophoran","a usually nonphotosynthetic free-living protozoan with whiplike appendages"
"myxosporidian","mostly parasitic in fishes and including various serious pathogens"
"membranophone","a musical percussion instrument"
"middlebreaker","moldboard plow with a double moldboard designed to move dirt to either side of a central furrow"
"machicolation","a projecting parapet supported by corbels on a medieval castle"
"methocarbamol","muscle relaxant for skeletal muscles (trade name Robaxin) used to treat spasms"
"meclofenamate","a nonsteroidal anti-inflammatory (trade name Meclomen) used to treat arthritis"
"metronidazole","antiprotozoal medication (trade name Flagyl) used to treat trichomoniasis and giardiasis"
"mezzo-relievo","a sculptural relief between low relief and high relief"
"mezzo-rilievo","a sculptural relief between low relief and high relief"
"methapyrilene","antihistamine used to treat allergic responses (as rhinitis or dermatitis or pruritus)"
"mephobarbital","a long-acting crystalline barbiturate (trade name Mebaral) used as a sedative and as an anticonvulsant in the treatment of epilepsy"
"minisubmarine","submersible vessel for one or two persons"
"monkey-wrench","adjustable wrench that has one fixed and one adjustable jaw"
"microcomputer","a small digital computer based on a microprocessor and designed to be used by one person at a time"
"metastability","the quality of a physical system that persists in its existing equilibrium when undisturbed (or only slightly disturbed) but able to pass to a more stable equilibrium when sufficiently disturbed"
"murderousness","cruelty evidence by a capability to commit murder"
"murderousness","a bloodthirsty hatred arousing murderous impulses"
"mercilessness","inhumaneness evidenced by an unwillingness to be kind or forgiving"
"mercilessness","feelings of extreme heartlessness"
"manageability","capable of being managed or controlled"
"marbleization","a texture like that of marble"
"marbleisation","a texture like that of marble"
"melodiousness","the property of having a melody"
"magnetization","the physical property of being magnetic"
"magnetization","the process that makes a substance magnetic (temporarily or permanently)"
"magnetization","the extent or degree to which something is magnetized"
"magnetisation","the physical property of being magnetic"
"magnetisation","the process that makes a substance magnetic (temporarily or permanently)"
"magnetisation","the extent or degree to which something is magnetized"
"momentousness","utmost importance"
"measurability","the quality of being measurable"
"mitochondrion","an organelle containing enzymes responsible for producing energy"
"megakaryocyte","a large bone marrow cell"
"microgliacyte","a cell of the microglia that may become phagocytic and collect waste products of nerve tissue"
"mesencephalon","the middle portion of the brain"
"metencephalon","the part of the hindbrain that develops into the pons and the cerebellum"
"maladroitness","unskillfulness resulting from a lack of training"
"mittelschmerz","pain in the area of the ovary that is felt at the time of ovulation (usually midway through the menstrual cycle)"
"money-spinner","a project that generates a continuous flow of money"
"misconception","an incorrect conception"
"metaknowledge","knowledge about knowledge"
"moderationism","the policy of being moderate or acting with moderation"
"millenniumism","belief in the Christian doctrine of the millennium mentioned in the Book of Revelations"
"mezzo-soprano","the female singing voice between contralto and soprano"
"mezzo-soprano","a soprano with a voice between soprano and contralto"
"magniloquence","high-flown style"
"morphophoneme","(linguistics) the phonemes (or strings of phonemes) that constitute the various allomorphs of a morpheme"
"maliciousness","feeling a need to see others suffer"
"mangel-wurzel","cultivated as feed for livestock"
"mangel-wurzel","beet with a large yellowish root"
"mingle-mangle","a motley assortment of things"
"musclebuilder","someone who does special exercises to develop a brawny musculature"
"moderationist","a person who takes a position in the political center"
"moderationist","a moderate drinker (as opposed to a total abstainer)"
"major-general","a general officer ranking above a brigadier general and below a lieutenant general"
"mathematician","a person skilled in mathematics"
"materfamilias","a female head of a family or tribe"
"millionairess","a woman millionaire"
"mother-in-law","the mother of your spouse"
"misanthropist","someone who dislikes people in general"
"meteorologist","a specialist who studies processes in the earth's atmosphere that cause weather conditions"
"magnetosphere","the magnetic field of a planet"
"monocotyledon","a monocotyledonous flowering plant"
"midsummer-men","Eurasian mountain plant with fleshy pink-tipped leaves and a cluster of yellow flowers"
"myelinization","the development of a myelin sheath around a nerve fiber"
"myelinisation","the development of a myelin sheath around a nerve fiber"
"malabsorption","abnormal absorption of nutrients from the digestive tract"
"morphogenesis","differentiation and growth of the structure of an organism (or a part of an organism)"
"megalohepatia","abnormal enlargement of the liver"
"macrencephaly","an abnormally large braincase"
"mononucleosis","an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream"
"myelofibrosis","fibrosis of the bone marrow"
"misshapenness","an affliction in which some part of the body is misshapen or malformed"
"maladjustment","the condition of being unable to adapt properly to your environment with resulting emotional instability"
"miserableness","a state of ill-being due to affliction or misfortune"
"myoglobinuria","the presence of myoglobin in the urine"
"megalocephaly","an abnormally large head"
"microcephalus","an abnormally small head and underdeveloped brain"
"micronutrient","a substance needed only in small amounts for normal body function (e.g., vitamins or minerals)"
"macromolecule","any very large complex molecule"
"methylbenzene","a colorless flammable liquid obtained from petroleum or coal tar"
"mid-seventies","the time of life between 70 and 80"
"mid-September","the middle part of September"
"monumentalize","record or memorialize lastingly with a monument"
"monumentalise","record or memorialize lastingly with a monument"
"misunderstand","interpret in the wrong way"
"monthiversary","similar to anniversary but based on months rather than years"
"nostalgically","in a nostalgic manner"
"nutritionally","with regard to nutrition or healthiness"
"northeastward","in a northeastward direction"
"northeastward","toward the northeast"
"northeastward","the compass point midway between north and east"
"northwestward","in a northwestward direction"
"northwestward","toward the northwest"
"northwestward","the compass point midway between north and west"
"nonabsorptive","not capable of absorbing or soaking up (liquids)"
"nonadsorptive","lacking a capacity to adsorb or cause to accumulate on a surface"
"nonmechanical","(of a person) lacking mechanical skills"
"nonmechanical","not mechanical"
"nerve-racking","extremely irritating to the nerves"
"nonaggressive","not aggressive"
"nonprehensile","not prehensile"
"nonarbitrable","not appropriate for or subject to arbitration"
"nonastringent","not astringent"
"non-automatic","operated by hand"
"naked-muzzled","having a muzzle that is hairless"
"narrow-minded","lacking tolerance or flexibility or breadth of view"
"narrow-minded","rigidly adhering to a particular sect or its doctrines"
"narrow-minded","capable of being shocked"
"nontelescopic","not telescopic"
"noncommercial","not connected with or engaged in commercial enterprises"
"nonconcentric","not having a common center"
"nonconductive","not able to conduct heat or electricity or sound"
"nonconducting","not able to conduct heat or electricity or sound"
"never-say-die","impossible to subdue"
"noncontinuous","not continuing without interruption in time or space"
"nonconformist","not conforming to some norm or socially approved pattern of behavior or thought"
"nonconformist","not conforming to established customs or doctrines especially in religion"
"nonconformist","someone who refuses to conform to established standards of conduct"
"narrow-bodied","having a relatively narrow body"
"nonjudgmental","refraining from making judgments especially ones based on personal opinions or standards"
"nondeductible","not allowable as a deduction"
"nondisposable","not designed to be thrown away after use"
"nondisposable","(of assets) unavailable for use"
"nonreturnable","that may not be returned"
"non-poisonous","safe to eat"
"non-poisonous","not producing poison"
"nonappointive","filled by popular election rather than by appointment"
"nonobligatory","not required by rule or law"
"nonequivalent","not equal or interchangeable in value, quantity, or significance"
"nonautonomous","(of peoples and political bodies) controlled by outside forces"
"nonfunctional","not having or performing a function"
"nonfunctional","not performing or able to perform its regular function"
"nonstructural","not structural"
"nondigestible","not digestible"
"nonhierarchic","not classified hierarchically"
"nonindustrial","not having highly developed manufacturing enterprises"
"noninfectious","not infectious"
"noncontagious","(of disease) not capable of being passed on"
"nonsegregated","rid of segregation"
"nonintegrated","not integrated"
"nonhereditary","not acquirable by inheritance"
"nine-membered","of a chemical compound having a ring with nine members"
"nonmeaningful","having no meaning or direction or purpose"
"north-central","situated in the northern part of a centrally located area in some geographical region"
"north-central","being in or of a region of the United States generally including states of the upper Mississippi valley and Great Lakes region lying north of the Ohio River and the southern boundaries of Kansas and Missouri and between the western boundary of Pennsylvania and the eastern boundaries of Montana and Wyoming and Colorado"
"northeasterly","situated in or oriented toward the northeast"
"northeasterly","coming from the northeast"
"northwesterly","situated in or oriented toward the northwest"
"northwesterly","coming from the northwest"
"nationalistic","devotion to the interests or culture of a particular nation including promoting the interests of one country over those of others"
"nationalistic","fanatically patriotic"
"nonsubjective","undistorted by emotion or personal bias"
"nonconforming","not conforming to established customs or doctrines especially in religion"
"nonconvergent","(of lines, planes, or surfaces) never meeting or crossing"
"nonreversible","not reversible or capable of having either side out"
"nonproductive","not directly productive"
"nouveau-riche","characteristic of someone who has risen economically or socially but lacks the social skills appropriate for this new position"
"nouveau-riche","a person who has suddenly risen to a higher economic status but has not gained social acceptance of others in that class"
"niminy-piminy","affectedly dainty or refined"
"nonrepetitive","marked by the absence of repetition"
"nonreciprocal","not reciprocal"
"nonreticulate","not resembling or forming a network"
"nonretractile","not capable of being retracted"
"nonreflective","not capable of physical reflection"
"nonreflecting","not capable of physical reflection"
"nonfigurative","not representing or imitating external reality or the objects of nature"
"nutmeg-shaped","shaped like a nutmeg"
"needle-shaped","narrow and long and pointed"
"nongregarious","of plants and animals"
"noncarbonated","not having carbonation"
"numerological","of or relating to numerology"
"nonlinguistic","not consisting of or related to language"
"neoclassicist","relating to or advocating neoclassicism"
"neoclassicist","an advocate of neoclassicism"
"neuromuscular","affecting or characteristic of both neural and muscular tissue"
"neuroanatomic","of or relating to neural tissue or the nervous system"
"necromantical","relating to or associated with necromancy"
"nonparametric","not involving an estimation of the parameters of a statistic"
"neo-Darwinian","of or relating to Darwin's theories as modified by modern genetic findings"
"nectariferous","possessing nectaries"
"nonacceptance","the act of refusing an offer"
"nullification","the act of nullifying"
"nullification","the states'-rights doctrine that a state can refuse to recognize or to enforce a federal law passed by the United States Congress"
"nonconformism","the practice of nonconformity"
"nonconformism","a lack of orthodoxy in thoughts or beliefs"
"numismatology","the collection and study of money (and coins in particular)"
"noncompliance","the failure to obey"
"normalization","the imposition of standards or regulations"
"normalisation","the imposition of standards or regulations"
"nonresistance","group refusal to resort to violence even in defense against violence"
"nonobservance","a lack of conformity with law or custom or practice etc."
"nonconformity","failure to conform to accepted standards of behavior"
"nonconformity","unorthodoxy as a consequence of not conforming to expected standards or values"
"nonconformity","a lack of orthodoxy in thoughts or beliefs"
"nonconformity","lack of harmony or correspondence"
"nonattendance","the failure to attend"
"nonappearance","failure to appear (especially as at court)"
"nitrobacteria","soil bacteria that convert nitrites to nitrates"
"nortriptyline","a tricyclic antidepressant drug (trade name Pamelor) used along with psychotherapy to treat dysthymic depression"
"noticeability","the property of being easy to see and understand"
"nonuniformity","the quality of being diverse and interesting"
"nutritiveness","the quality of being nourishing and promoting healthy growth"
"nervelessness","fearless self-possession in the face of danger"
"niggardliness","extreme stinginess"
"nefariousness","the quality of being wicked"
"nonindulgence","the trait of great self-denial (especially refraining from worldly pleasures)"
"nonabsorbency","the property of not being absorbent"
"noiselessness","the property of making no noise"
"noradrenaline","a catecholamine precursor of epinephrine that is secreted by the adrenal medulla and also released at synapses"
"neurogliacyte","a cell of the neuroglia"
"neoencephalon","the part of the brain having the most recent phylogenetic origin"
"neo-Darwinism","a modern Darwinian theory that explains new species in terms of genetic mutations"
"neoclassicism","revival of a classical style (in art or literature or architecture or music) but from a new perspective or with a new motivation"
"neoliberalism","a political orientation originating in the 1960s"
"nonaggression","a policy of not initiating hostilities"
"name-dropping","the practice of casually mentioning important people in order to impress your listener"
"neighbourhood","people living near one another"
"neighbourhood","a surrounding or nearby region"
"ne'er-do-well","an idle worthless person"
"necessitarian","someone who does not believe the doctrine of free will"
"neurolinguist","someone trained in neuroscience and linguistics who studies brain processes during language production and reception"
"nurse-midwife","a registered nurse who has received special training as a midwife"
"non-resistant","a reformer who believes in passive resistance"
"nitrification","the oxidation of ammonium compounds in dead organic material into nitrates and nitrites by soil bacteria (making nitrogen available to plants)"
"nitrification","the chemical process in which a nitro group is added to an organic compound (or substituted for another group in an organic compound)"
"nonoccurrence","absence by virtue of not occurring"
"neurosyphilis","syphilis of the central nervous system"
"nanophthalmos","condition in which both eyes are abnormally small but otherwise normal"
"neuroblastoma","malignant tumor containing embryonic nerve cells"
"nucleoprotein","any of several substances found in the nuclei of all living cells"
"norethindrone","a synthetic progestational hormone (trade name Norlutin) used in oral contraceptives and to treat endometriosis"
"norethynodrel","a progesterone derivative used in oral contraceptives and in the control of menstruation and the treatment of abnormal uterine bleeding"
"neurochemical","any organic substance that occurs in neural activity"
"nitroglycerin","a heavy yellow poisonous oily explosive liquid obtained by nitrating glycerol"
"outstandingly","to a remarkable degree or extent"
"outstandingly","in an outstanding manner or to an outstanding degree"
"obsessionally","in a compulsive manner"
"off-the-clock","overtime without extra compensation"
"objectionably","in an obnoxious manner"
"obstructively","in an obstructive manner"
"operationally","in respect to operation"
"overbearingly","in an overbearing manner"
"objectionable","liable to objection or debate"
"objectionable","causing disapproval or protest"
"overambitious","excessively ambitious"
"out-of-pocket","calling for the spending of cash"
"open-collared","of a shirt"
"overconfident","marked by excessive confidence"
"olive-colored","having the color of green olives"
"overcredulous","too credulous for your own good"
"off-the-shelf","especially of clothing, made in standard sizes and available from merchandise in stock"
"observational","relying on observation or experiment"
"overemotional","excessively or abnormally emotional"
"opportunistic","taking immediate advantage, often unethically, of any circumstance of possible benefit"
"out-of-bounds","barred to a designated group"
"out-of-bounds","outside the foul lines"
"old-fashioned","out of fashion"
"out-of-school","not attending school and therefore free to work"
"onomatopoetic","(of words) formed in imitation of a natural sound"
"onomatopoetic","of or relating to or characterized by onomatopoeia"
"overindulgent","excessively indulgent"
"outward-bound","that is going out or leaving"
"open-and-shut","so obvious as to be easily solved or decided"
"over-the-hill","too old to be useful"
"oversensitive","unduly sensitive or thin-skinned"
"ovoviviparous","producing living young from eggs that hatch within the body"
"oropharyngeal","of or relating to or located near the oropharynx"
"out-migration","migration from a place (especially migration from your native country in order to settle in another)"
"ornamentation","something used to beautify"
"ornamentation","the state of being ornamented"
"ornamentation","the act of adding extraneous decorations to something"
"one-upmanship","the practice of keeping one jump ahead of a friend or competitor"
"ornamentalism","the practice of ornamental display"
"overshielding","excessive protection"
"orchestration","the act of arranging a piece of music for an orchestra and assigning parts to the different musical instruments"
"orchestration","an arrangement of events that attempts to achieve a maximum effect"
"orchestration","an arrangement of a piece of music for performance by an orchestra or band"
"ornithischian","herbivorous dinosaur with a pelvis like that of a bird"
"oystercatcher","black-and-white shorebird with stout legs and bill"
"obsessiveness","extreme compulsiveness"
"overtolerance","too much permissiveness"
"outspokenness","the trait of being blunt and outspoken"
"obtrusiveness","an unwelcome conspicuousness"
"opportuneness","timely convenience"
"offensiveness","the quality of being offensive"
"obnoxiousness","the quality of being hateful"
"officiousness","aggressiveness as evidenced by intruding"
"objectiveness","judgment based on observable phenomena and uninfluenced by emotions or personal prejudices"
"overcredulity","too much credulity"
"orthogonality","the quality of lying or intersecting at right angles"
"orthogonality","the relation of opposition between things at right angles"
"overabundance","a quantity that is more than what is appropriate"
"overabundance","the state of being more than full"
"occidentalism","the quality or customs or mannerisms characteristic of Western civilizations"
"obliviousness","total forgetfulness"
"overvaluation","too high a value or price assigned to something"
"overvaluation","an appraisal that is too high"
"overreckoning","a calculation that results in an estimate that is too high"
"ophthalmology","the branch of medicine concerned with the eye and its diseases"
"overappraisal","an appraisal that is too high"
"overstatement","making to seem more important than it really is"
"oleomargarine","a spread made chiefly from vegetable oils and used as a substitute for butter"
"ornamentalist","someone who decorates"
"organ-grinder","a street musician who plays a hand organ or hurdy-gurdy"
"oceanographer","a scientist who studies physical and biological aspects of the seas"
"ornithologist","a zoologist who studies birds"
"office-bearer","the person who holds an office"
"out-and-outer","someone who is excellent at something"
"outdoorswoman","a woman who spends time outdoors (e.g., hunting and fishing)"
"odontoglossum","any of numerous and diverse orchids of the genus Odontoglossum having racemes of few to many showy usually large flowers in many colors"
"opacification","the process of becoming cloudy or opaque"
"one-sixteenth","one part in sixteen equal parts"
"one-hundredth","one part in a hundred equal parts"
"one-millionth","one part in a million equal parts"
"one-billionth","one part in a billion equal parts"
"over-crowding","excessive crowding"
"osteopetrosis","an inherited disorder characterized by an increase in bone density"
"osteoblastoma","benign tumor of bone and fibrous tissue"
"osteomyelitis","an inflammation of bone and bone marrow (usually caused by bacterial infection)"
"oxyhemoglobin","the bright red hemoglobin that is a combination of hemoglobin and oxygen from the lungs"
"occidentalize","make western in character"
"occidentalise","make western in character"
"overemphasize","place special or excessive emphasis on"
"overemphasise","place special or excessive emphasis on"
"overdramatize","to present in an overly dramatic manner"
"overdramatise","to present in an overly dramatic manner"
"overcultivate","to exhaust by excessive cultivation"
"paradoxically","in a paradoxical manner"
"parasitically","in a parasitic manner"
"presumptively","by reasonable assumption"
"pyramidically","in a pyramidal manner or shape"
"progressively","advancing in amount or intensity"
"provisionally","temporarily and conditionally"
"predicatively","occurring within the predicate phrase"
"predominantly","much greater in number or influence"
"perfunctorily","in a set manner without serious attention"
"prophetically","in a prophetic manner"
"perseveringly","with perseverance"
"patronizingly","with condescension"
"patronisingly","with condescension"
"pedagogically","in a didactic manner"
"precipitately","at breakneck speed"
"penitentially","showing remorse"
"promiscuously","in a licentious and promiscuous manner"
"promiscuously","in an indiscriminate manner"
"perspicuously","in a clear and lucid manner"
"patrilineally","by descent through the male line"
"pneumatically","in a pneumatic manner"
"picturesquely","in a picturesque manner"
"pragmatically","in a realistic manner"
"pre-eminently","to a preeminent degree"
"painstakingly","in a fastidious and painstaking manner"
"precipitously","abruptly"
"precipitously","very suddenly and to a great degree"
"pitter-patter","describing a rhythmic beating"
"pitter-patter","as of footsteps"
"pitter-patter","a series of rapid tapping sounds"
"pitter-patter","make light, rapid and repeated sounds"
"pitter-patter","rain gently"
"patriotically","in a patriotic manner"
"pretentiously","in a pretentious manner"
"penetratingly","with ability to see into deeply"
"penetratively","with ability to see into deeply"
"prohibitively","to a prohibitive degree"
"provocatively","in a provocative manner"
"puritanically","in a prudish manner"
"punctiliously","in a punctilious manner"
"purposelessly","without a clear purpose"
"precedentedly","with precedent"
"polysynthetic","forming derivative or compound words by putting together constituents each of which expresses a single definite meaning"
"prepossessing","creating a favorable impression"
"pretty-pretty","ostentatiously or inappropriately pretty"
"pusillanimous","lacking in courage and manly strength and resolution"
"poor-spirited","lacking in courage and manly strength and resolution"
"precipitating","bringing on suddenly or abruptly"
"philanthropic","generous in assistance to the poor"
"philanthropic","of or relating to or characterized by philanthropy"
"polychromatic","(of light or other electromagnetic radiation) composed of more than one wavelength"
"polychromatic","having or exhibiting many colors"
"pink-lavender","of lavender tinged with pink"
"purplish-blue","of blue tinged with purple"
"purple-tinged","of a color tinged with purple"
"purple-tinted","of a color tinged with purple"
"particoloured","having sections or patches colored differently and usually brightly"
"pinkish-white","of white tinged with pink"
"peach-colored","having the color of a ripe peach"
"puddingheaded","stupid and confused"
"proportionate","agreeing in amount, magnitude, or degree"
"proportionate","being in due proportion"
"proportionate","exhibiting equivalence or correspondence among constituents of an entity or between different entities"
"pancake-style","cooked as pancakes are cooked"
"parliamentary","having the supreme legislative power resting with a body of cabinet ministers chosen from and responsible to the legislature or parliament"
"parliamentary","in accord with rules and customs of a legislative or deliberative assembly"
"parliamentary","relating to or having the nature of a parliament"
"participatory","affording the opportunity for individual participation"
"problematical","making great mental demands"
"problematical","open to doubt or debate"
"perspicacious","mentally acute or penetratingly discerning"
"perspicacious","acutely insightful and wise"
"philosophical","characterized by the attitude of a philosopher"
"philosophical","of or relating to philosophy or philosophers"
"perpendicular","extremely steep"
"perpendicular","at right angles to the plane of the horizon or a base line"
"perpendicular","intersecting at or forming right angles"
"perpendicular","an extremely steep face"
"perpendicular","a cord from which a metal weight is suspended pointing directly to the earth's center of gravity"
"perpendicular","a Gothic style in 14th and 15th century England"
"perpendicular","a straight line at right angles to another line"
"postoperative","happening or done after a surgical operation"
"parasiticidal","capable of expelling or destroying parasitic worms"
"platyrrhinian","of or related to New World monkeys having nostrils far apart or to people with broad noses"
"platyrrhinian","hairy-faced arboreal monkeys having widely separated nostrils and long usually prehensile tails"
"participating","taking part in an activity"
"perambulating","strolling or walking around"
"psychosomatic","used of illness or symptoms resulting from neurosis"
"psychokinetic","moving an object without apparent use of physical means"
"preternatural","existing outside of or not in accordance with nature"
