word,definition
"supernaturalness","the quality of being attributed to power that seems to violate or go beyond natural forces"
"satisfactoriness","the quality of giving satisfaction sufficient to meet a demand or requirement"
"sacrilegiousness","profaneness by virtue of committing sacrilege"
"stoutheartedness","the trait of having a courageous spirit"
"shortsightedness","a lack of prudence and care by someone in the management of resources"
"shortsightedness","(ophthalmology) eyesight abnormality resulting from the eye's faulty refractive ability"
"superciliousness","the trait of displaying arrogance by patronizing those considered inferior"
"simultaneousness","happening or existing or done at the same time"
"subconsciousness","a state of mind not immediately available to consciousness"
"self-cultivation","the process of educating yourself"
"self-examination","the contemplation of your own thoughts and desires and conduct"
"sociolinguistics","the study of language in relation to its sociocultural context"
"superfecundation","fertilization of two or more ova released during the same menstrual cycle by sperm from separate acts of coitus (especially by different males)"
"self-pollination","fertilization by transfer of pollen from the anthers to the stigma of the same flower"
"self-complacency","the feeling you have when you are satisfied with yourself"
"stick-in-the-mud","(used pejoratively) out of fashion"
"stick-in-the-mud","someone who moves slowly"
"semiprofessional","an athlete who plays for pay on a part-time basis"
"serjeant-at-arms","an officer (as of a legislature or court) who maintains order and executes commands"
"stretcher-bearer","one who helps carry a stretcher"
"steprelationship","a family relationship by virtue of remarriage"
"self-sufficiency","personal independence"
"spondylarthritis","arthritis that affects one or more of the intervertebral joints in the spine"
"sesquicentennial","the 150th anniversary (or the celebration of it)"
"thermostatically","by thermostat"
"transcendentally","in a transcendental way or to a transcendental extent"
"traditionalistic","adhering to tradition especially in cultural or religious practices"
"transcontinental","spanning or crossing or on the farther side of a continent"
"thermoelectrical","involving or resulting from thermoelectricity"
"tendril-climbing","of or relating to plants that climb by means of tendrils"
"thermogravimetry","the measurement of changes in weight as a function of changes in temperature used as a technique of chemically analyzing substances"
"thermoacidophile","archaebacteria that thrive in strongly acidic environments at high temperatures"
"trichloromethane","a volatile liquid haloform (CHCl3)"
"thermometrograph","a thermometer that records temperature variations on a graph as a function of time"
"thermohydrometer","a hydrometer that includes a thermometer"
"thermogravimeter","a hydrometer that includes a thermometer"
"triiodothyronine","thyroid hormone similar to thyroxine but with one less iodine atom per molecule and produced in smaller quantity"
"teleconferencing","a conference of people who are in different locations that is made possible by the use of such telecommunications equipment as closed-circuit television"
"tintinnabulation","the sound of a bell ringing"
"toad-in-the-hole","sausage baked in batter"
"trichotillomania","an irresistible urge to pull out your own hair"
"trigonometrician","a mathematician specializing in trigonometry"
"thrombocytopenia","a blood disease characterized by an abnormally small number of platelets in the blood"
"thrombophlebitis","phlebitis in conjunction with the formation of a blood clot (thrombus)"
"trifluoromethane","colorless gas haloform CHF3 (similar to chloroform)"
"trinitroglycerin","a heavy yellow poisonous oily explosive liquid obtained by nitrating glycerol"
"thirty-something","the time of life between 30 and 40"
"transubstantiate","change or alter in form, appearance, or nature"
"transubstantiate","change (the Eucharist bread and wine) into the body and blood of Christ"
"unsatisfactorily","in an unsatisfactory manner"
"unconventionally","in an unconventional manner"
"unscientifically","in an unscientific way"
"unsystematically","in an unsystematic manner"
"undemocratically","in an undemocratic manner"
"ununderstandably","in an unintelligible manner"
"undiplomatically","without diplomacy"
"unappreciatively","in an ungrateful manner"
"uncompromisingly","in an uncompromising manner"
"unconstitutional","not consistent with or according to a constitution"
"uncharacteristic","distinctive and not typical"
"uncommercialized","not having been commercialized"
"uncommercialised","not having been commercialized"
"uncomprehensible","difficult to understand"
"up-to-the-minute","up to the immediate present"
"undifferentiated","not differentiated"
"undiscriminating","not discriminating"
"unindustrialized","not converted to industrialism"
"unindustrialised","not converted to industrialism"
"unforethoughtful","lacking forethought"
"undenominational","not bound or devoted to the promotion of a particular denomination"
"unimpressionable","not sensitive or susceptible to impression"
"unrepresentative","not exemplifying a class"
"ultramicroscopic","too small to be seen without an ultramicroscope"
"underachievement","poorer than expected performance"
"unpermissiveness","a lack of permissiveness or indulgence and a tendency to confine behavior within certain specified limits"
"unthoughtfulness","the trait of not thinking carefully before acting"
"undependableness","the trait of not being dependable or reliable"
"unneighborliness","an unneighborly disposition"
"unattractiveness","an ugliness of appearance that is not appealing to viewers"
"unnoticeableness","the quality of being not easily noticed"
"unpredictability","the quality of being guided by sudden unpredictable impulses"
"unpredictability","lacking predictability"
"unpredictability","the trait of being unpredictably irresolute"
"unchangeableness","the quality of being unchangeable"
"unacceptableness","unsatisfactoriness by virtue of not conforming to approved standards"
"unsanctification","unholiness by virtue of being profane"
"unperceptiveness","the lack of insight and sympathetic understanding"
"unscrupulousness","the quality of unscrupulous dishonesty"
"unrespectability","dishonorableness by virtue of lacking respectability or a good reputation"
"ultranationalism","fanatical patriotism"
"unmanageableness","the trait of being unmanageable"
"unappetizingness","the property of spoiling the appetite"
"unappetisingness","the property of spoiling the appetite"
"unseasonableness","being at an inappropriate time"
"unfavourableness","the quality of not being encouraging or indicative of success"
"unpropitiousness","the quality of suggesting an unsuccessful result"
"unprofitableness","the quality of affording no gain or no benefit or no profit"
"unproductiveness","the quality of lacking the power to produce"
"unresponsiveness","the quality of being unresponsive"
"unpersuasiveness","inability to persuade"
"underdevelopment","(photography) inadequate processing of film resulting in inadequate contrast"
"underdevelopment","state of inadequate development"
"undernourishment","not having enough food to develop or function normally"
"unattainableness","the state of being unattainable"
"unsusceptibility","the state of not being susceptible"
"unsubstantialize","render immaterial or incorporeal"
"unsubstantialise","render immaterial or incorporeal"
"ultracrepidarian","one who offers their opinion on matters outside their expertise"
"vasoconstriction","a decrease in the diameter of blood vessels"
"vasoconstrictive","any agent that causes a narrowing of an opening of a blood vessel: cold or stress or nicotine or epinephrine or norepinephrine or angiotensin or vasopressin or certain drugs"
"winter-flowering","of plants that bloom during the winter"
"well-intentioned","marked by good intentions though often producing unfortunate results"
"weather-stripped","having cracks blocked with weather stripping"
"world-shattering","sufficiently significant to affect the whole world"
"weatherstripping","a narrow strip of material to cover the joint of a door or window to exclude the cold"
"wholeheartedness","undivided commitment or unreserved enthusiasm"
"wholeheartedness","the quality of hearty sincerity"
"will-o'-the-wisp","an illusion that misleads"
"will-o'-the-wisp","a pale light sometimes seen at night over marshy ground"
"yellow-blindness","a form of dichromacy characterized by lowered sensitivity to yellow light"
